Net Asset Value,NAV date
122.2613,12-May-20
122.2613,12-May-20
124.3387,13-May-20
124.3387,13-May-20
122.6238,14-May-20
122.6238,14-May-20
122.4194,15-May-20
122.4194,15-May-20
119.1441,18-May-20
119.1441,18-May-20
120.229,19-May-20
120.229,19-May-20
121.8895,20-May-20
121.8895,20-May-20
122.2064,21-May-20
122.2064,21-May-20
121.5362,22-May-20
121.5362,22-May-20
121.3234,26-May-20
121.3234,26-May-20
123.0619,27-May-20
123.0619,27-May-20
124.2364,28-May-20
124.2364,28-May-20
125.3407,29-May-20
125.3407,29-May-20
127.2979,01-Jun-20
127.2979,01-Jun-20
128.2446,02-Jun-20
128.2446,02-Jun-20
128.8554,03-Jun-20
128.8554,03-Jun-20
128.755,04-Jun-20
128.755,04-Jun-20
130.5896,05-Jun-20
130.5896,05-Jun-20
131.2652,08-Jun-20
131.2652,08-Jun-20
130.4283,09-Jun-20
130.4283,09-Jun-20
130.8139,10-Jun-20
130.8139,10-Jun-20
128.7612,11-Jun-20
128.7612,11-Jun-20
129.6054,12-Jun-20
129.6054,12-Jun-20
127.9098,15-Jun-20
127.9098,15-Jun-20
128.2829,16-Jun-20
128.2829,16-Jun-20
128.2513,17-Jun-20
128.2513,17-Jun-20
129.9557,18-Jun-20
129.9557,18-Jun-20
131.2109,19-Jun-20
131.2109,19-Jun-20
132.5408,22-Jun-20
132.5408,22-Jun-20
134.3178,23-Jun-20
134.3178,23-Jun-20
132.5449,24-Jun-20
132.5449,24-Jun-20
132.8058,25-Jun-20
132.8058,25-Jun-20
133.5885,26-Jun-20
132.7233,29-Jun-20
132.5712,30-Jun-20
133.4168,01-Jul-20
133.9784,02-Jul-20
134.7755,03-Jul-20
136.0792,06-Jul-20
136.5338,07-Jul-20
135.8266,08-Jul-20
136.6295,09-Jul-20
136.057,10-Jul-20
136.1343,13-Jul-20
134.6083,14-Jul-20
134.4799,15-Jul-20
135.3521,16-Jul-20
137.2217,17-Jul-20
138.289,20-Jul-20
139.1045,21-Jul-20
138.5361,22-Jul-20
139.6331,23-Jul-20
139.0151,24-Jul-20
138.0186,27-Jul-20
138.8972,28-Jul-20
138.948,29-Jul-20
138.1895,30-Jul-20
138.6387,31-Jul-20
137.7514,03-Aug-20
138.8912,04-Aug-20
139.1362,05-Aug-20
139.5923,06-Aug-20
140.0066,07-Aug-20
141.7017,10-Aug-20
141.6377,11-Aug-20
141.6819,12-Aug-20
142.1399,13-Aug-20
140.6771,14-Aug-20
140.9229,17-Aug-20
141.7551,18-Aug-20
142.0179,19-Aug-20
141.6179,20-Aug-20
142.1741,21-Aug-20
142.7449,24-Aug-20
143.2244,25-Aug-20
143.4125,26-Aug-20
143.6027,27-Aug-20
144.8053,28-Aug-20
141.5617,31-Aug-20
142.9204,01-Sep-20
143.8399,02-Sep-20
143.6652,03-Sep-20
141.8275,04-Sep-20
141.3377,07-Sep-20
140.3446,08-Sep-20
139.5478,09-Sep-20
140.82,10-Sep-20
140.962,11-Sep-20
141.0717,14-Sep-20
141.7114,15-Sep-20
142.4465,16-Sep-20
141.6983,17-Sep-20
142.0497,18-Sep-20
139.1356,21-Sep-20
138.2532,22-Sep-20
137.6295,23-Sep-20
134.4901,24-Sep-20
136.9724,25-Sep-20
138.941,28-Sep-20
138.5523,29-Sep-20
138.605,30-Sep-20
139.9009,01-Oct-20
140.2513,05-Oct-20
140.9724,06-Oct-20
141.0656,07-Oct-20
141.6745,08-Oct-20
142.5968,09-Oct-20
142.5099,12-Oct-20
142.2753,13-Oct-20
142.446,14-Oct-20
140.001,15-Oct-20
141.022,16-Oct-20
141.7678,19-Oct-20
141.9997,20-Oct-20
142.3304,21-Oct-20
142.436,22-Oct-20
142.6719,23-Oct-20
141.5768,26-Oct-20
143.1936,27-Oct-20
142.1659,28-Oct-20
141.8357,29-Oct-20
141.591,30-Oct-20
141.858,02-Nov-20
142.7425,03-Nov-20
144.065,04-Nov-20
145.9894,05-Nov-20
146.7956,06-Nov-20
148.6108,09-Nov-20
149.3783,10-Nov-20
150.3674,11-Nov-20
150.1439,12-Nov-20
150.7436,13-Nov-20
152.4702,17-Nov-20
153.1271,18-Nov-20
151.7473,19-Nov-20
153.3197,20-Nov-20
154.6936,23-Nov-20
155.8002,24-Nov-20
154.2836,25-Nov-20
155.6815,26-Nov-20
155.813,27-Nov-20
157.2192,01-Dec-20
157.5396,02-Dec-20
158.038,03-Dec-20
159.0102,04-Dec-20
160.151,07-Dec-20
160.1641,08-Dec-20
161.0466,09-Dec-20
160.5166,10-Dec-20
160.5208,11-Dec-20
161.0715,14-Dec-20
161.3663,15-Dec-20
162.5421,16-Dec-20
162.8171,17-Dec-20
163.1156,18-Dec-20
159.0224,21-Dec-20
160.4052,22-Dec-20
161.3535,23-Dec-20
162.5878,24-Dec-20
163.4822,28-Dec-20
163.7651,29-Dec-20
164.3696,30-Dec-20
164.4142,31-Dec-20
164.9594,01-Jan-21
166.37,04-Jan-21
167.0706,05-Jan-21
166.8586,06-Jan-21
167.2154,07-Jan-21
169.0512,08-Jan-21
169.4525,11-Jan-21
170.0237,12-Jan-21
169.8467,13-Jan-21
170.2796,14-Jan-21
168.9388,15-Jan-21
166.8405,18-Jan-21
168.7397,19-Jan-21
169.773,20-Jan-21
168.9148,21-Jan-21
167.5677,22-Jan-21
166.1864,25-Jan-21
164.0099,27-Jan-21
163.0618,28-Jan-21
161.4933,29-Jan-21
166.0822,01-Feb-21
169.6095,02-Feb-21
171.024,03-Feb-21
172.7968,04-Feb-21
173.3041,05-Feb-21
175.0565,08-Feb-21
174.8116,09-Feb-21
175.0034,10-Feb-21
175.3302,11-Feb-21
174.9236,12-Feb-21
176.23,15-Feb-21
176.2643,16-Feb-21
175.8274,17-Feb-21
175.5818,18-Feb-21
174.2552,19-Feb-21
172.0059,22-Feb-21
172.8011,23-Feb-21
174.2774,24-Feb-21
175.0971,25-Feb-21
171.624,26-Feb-21
173.216,01-Mar-21
174.7499,02-Mar-21
177.0025,03-Mar-21
176.6784,04-Mar-21
175.2728,05-Mar-21
175.4795,08-Mar-21
175.7018,09-Mar-21
176.2264,10-Mar-21
175.6292,12-Mar-21
174.7415,15-Mar-21
174.7162,16-Mar-21
172.6216,17-Mar-21
170.8682,18-Mar-21
172.1145,19-Mar-21
172.1627,22-Mar-21
173.1724,23-Mar-21
171.3081,24-Mar-21
169.4764,25-Mar-21
170.7827,26-Mar-21
173.0797,30-Mar-21
172.648,31-Mar-21
173.8911,01-Apr-21
172.4919,05-Apr-21
172.7288,06-Apr-21
173.8979,07-Apr-21
174.4937,08-Apr-21
174.264,09-Apr-21
169.7101,12-Apr-21
171.2134,13-Apr-21
171.739,15-Apr-21
172.3825,16-Apr-21
170.3919,19-Apr-21
170.0202,20-Apr-21
170.6282,22-Apr-21
170.1171,23-Apr-21
171.2513,26-Apr-21
172.5514,27-Apr-21
174.3958,28-Apr-21
174.611,29-Apr-21
174.0381,30-Apr-21
174.3689,03-May-21
173.3145,04-May-21
174.3661,05-May-21
174.7953,06-May-21
175.2706,07-May-21
176.5201,10-May-21
176.1339,11-May-21
175.0876,12-May-21
174.4221,14-May-21
176.1651,17-May-21
178.2649,18-May-21
178.7635,19-May-21
177.7033,20-May-21
179.2754,21-May-21
179.6501,24-May-21
179.8062,25-May-21
180.1139,26-May-21
180.607,27-May-21
180.6545,28-May-21
181.8576,31-May-21
181.6992,01-Jun-21
182.4154,02-Jun-21
183.3917,03-Jun-21
183.1225,04-Jun-21
183.6839,07-Jun-21
183.961,08-Jun-21
183.1928,09-Jun-21
184.6071,10-Jun-21
184.9076,11-Jun-21
185.281,14-Jun-21
185.6227,15-Jun-21
184.5953,16-Jun-21
184.0342,17-Jun-21
183.6571,18-Jun-21
183.8861,21-Jun-21
184.4708,22-Jun-21
184.0571,23-Jun-21
184.6051,24-Jun-21
185.4704,25-Jun-21
185.4846,28-Jun-21
185.1131,29-Jun-21
185.082,30-Jun-21
184.9294,01-Jul-21
185.4759,02-Jul-21
186.527,05-Jul-21
186.5355,06-Jul-21
187.1643,07-Jul-21
186.2013,08-Jul-21
186.3688,09-Jul-21
186.5478,12-Jul-21
187.1455,13-Jul-21
187.6964,14-Jul-21
188.0061,15-Jul-21
188.5657,16-Jul-21
187.519,19-Jul-21
186.2659,20-Jul-21
188.3855,22-Jul-21
188.4347,23-Jul-21
188.7012,26-Jul-21
187.9147,27-Jul-21
187.8948,28-Jul-21
188.8543,29-Jul-21
189.1595,30-Jul-21
190.1296,02-Aug-21
191.6074,03-Aug-21
191.8499,04-Aug-21
192.1057,05-Aug-21
191.5012,06-Aug-21
191.4432,09-Aug-21
191.2733,10-Aug-21
191.2056,11-Aug-21
192.2396,12-Aug-21
193.1622,13-Aug-21
192.8799,16-Aug-21
193.123,17-Aug-21
192.9712,18-Aug-21
191.3809,20-Aug-21
191.5932,23-Aug-21
192.8058,24-Aug-21
192.8183,25-Aug-21
192.7514,26-Aug-21
193.8545,27-Aug-21
196.0906,30-Aug-21
198.5373,31-Aug-21
198.4543,01-Sep-21
199.442,02-Sep-21
200.3529,03-Sep-21
200.1423,06-Sep-21
199.7712,07-Sep-21
199.7805,08-Sep-21
200.1387,09-Sep-21
200.4548,13-Sep-21
201.2812,14-Sep-21
202.9435,15-Sep-21
203.7143,16-Sep-21
203.3477,17-Sep-21
201.9791,20-Sep-21
203.0732,21-Sep-21
203.3083,22-Sep-21
205.2693,23-Sep-21
