Net Asset Value,NAV date
16.5994,06-Sep-13
16.6083,10-Sep-13
16.5851,11-Sep-13
16.6157,12-Sep-13
16.6057,13-Sep-13
16.6215,16-Sep-13
16.619,17-Sep-13
16.6163,18-Sep-13
16.6276,19-Sep-13
16.6297,20-Sep-13
16.6471,23-Sep-13
16.6403,24-Sep-13
16.6463,25-Sep-13
16.6512,26-Sep-13
16.6882,27-Sep-13
16.686,30-Sep-13
16.6818,01-Oct-13
16.68,03-Oct-13
16.7052,04-Oct-13
16.7102,07-Oct-13
16.7298,08-Oct-13
16.7197,09-Oct-13
16.7215,10-Oct-13
16.7242,11-Oct-13
16.7397,14-Oct-13
16.7533,15-Oct-13
16.7618,17-Oct-13
16.759,18-Oct-13
16.7715,21-Oct-13
16.7723,22-Oct-13
16.7788,23-Oct-13
16.7889,24-Oct-13
16.8053,25-Oct-13
16.8148,28-Oct-13
16.8076,29-Oct-13
16.8268,30-Oct-13
16.818,31-Oct-13
16.8173,01-Nov-13
16.8343,05-Nov-13
16.8436,06-Nov-13
16.8457,07-Nov-13
16.8413,08-Nov-13
16.8519,11-Nov-13
16.8437,12-Nov-13
16.8555,13-Nov-13
16.8626,14-Nov-13
16.8767,18-Nov-13
16.8851,19-Nov-13
16.9067,20-Nov-13
16.917,21-Nov-13
16.9157,22-Nov-13
16.9111,25-Nov-13
16.9253,26-Nov-13
16.9304,27-Nov-13
16.9407,28-Nov-13
16.939,29-Nov-13
16.9554,02-Dec-13
16.9689,03-Dec-13
16.9791,04-Dec-13
16.9728,05-Dec-13
16.9703,06-Dec-13
16.9864,09-Dec-13
16.9842,10-Dec-13
16.9921,11-Dec-13
17.0116,12-Dec-13
17.0087,13-Dec-13
17.0089,16-Dec-13
17.0241,17-Dec-13
17.0138,18-Dec-13
17.0506,19-Dec-13
17.0342,20-Dec-13
17.039,23-Dec-13
17.0414,24-Dec-13
17.0579,26-Dec-13
17.0577,27-Dec-13
17.0884,30-Dec-13
17.0751,31-Dec-13
17.0737,01-Jan-14
17.1178,02-Jan-14
17.1039,03-Jan-14
17.1044,06-Jan-14
17.1182,07-Jan-14
17.1312,08-Jan-14
17.148,09-Jan-14
17.1597,10-Jan-14
17.1568,13-Jan-14
17.1599,14-Jan-14
17.1564,15-Jan-14
17.1621,16-Jan-14
17.1844,17-Jan-14
17.1571,20-Jan-14
17.1696,21-Jan-14
17.1749,22-Jan-14
17.1741,23-Jan-14
17.1896,24-Jan-14
17.1941,27-Jan-14
17.1958,28-Jan-14
17.2032,29-Jan-14
17.2113,30-Jan-14
17.2299,31-Jan-14
17.2263,03-Feb-14
17.2236,04-Feb-14
17.2368,05-Feb-14
17.2582,06-Feb-14
17.2553,07-Feb-14
17.2708,10-Feb-14
17.2746,11-Feb-14
17.2718,12-Feb-14
17.2982,13-Feb-14
17.2873,14-Feb-14
17.2879,17-Feb-14
17.2867,18-Feb-14
17.293,19-Feb-14
17.2965,20-Feb-14
17.3027,21-Feb-14
17.3033,24-Feb-14
17.3123,25-Feb-14
17.3145,26-Feb-14
17.3327,28-Feb-14
17.3557,03-Mar-14
17.3432,04-Mar-14
17.3401,05-Mar-14
17.3582,06-Mar-14
17.3676,07-Mar-14
17.3532,10-Mar-14
17.3558,11-Mar-14
17.3576,12-Mar-14
17.3727,13-Mar-14
17.3582,14-Mar-14
17.3673,18-Mar-14
17.3704,19-Mar-14
17.3908,20-Mar-14
17.3813,21-Mar-14
17.3946,24-Mar-14
17.3936,25-Mar-14
17.3897,26-Mar-14
17.4324,27-Mar-14
17.4423,28-Mar-14
17.4505,31-Mar-14
17.4576,01-Apr-14
17.4509,02-Apr-14
17.4545,03-Apr-14
17.4388,04-Apr-14
17.4471,07-Apr-14
17.4556,09-Apr-14
17.4784,10-Apr-14
17.4728,11-Apr-14
17.5153,15-Apr-14
17.5061,16-Apr-14
17.5031,17-Apr-14
17.5137,21-Apr-14
17.5241,22-Apr-14
17.5293,23-Apr-14
17.5485,25-Apr-14
17.5406,28-Apr-14
17.5619,29-Apr-14
17.587,30-Apr-14
17.5823,02-May-14
17.593,05-May-14
17.5903,06-May-14
17.6041,07-May-14
17.6159,08-May-14
17.6099,09-May-14
17.6121,12-May-14
17.6058,13-May-14
17.6039,14-May-14
17.6372,15-May-14
17.5976,16-May-14
17.6309,19-May-14
17.6211,20-May-14
17.6283,21-May-14
17.6406,22-May-14
17.6453,23-May-14
17.6768,26-May-14
17.6755,27-May-14
17.6795,28-May-14
17.691,29-May-14
17.7338,30-May-14
17.7,02-Jun-14
17.7222,03-Jun-14
17.7162,04-Jun-14
17.7408,05-Jun-14
17.738,06-Jun-14
17.7524,09-Jun-14
17.7521,10-Jun-14
17.7641,11-Jun-14
17.7504,12-Jun-14
17.765,13-Jun-14
17.7508,16-Jun-14
17.7532,17-Jun-14
17.7773,18-Jun-14
17.781,19-Jun-14
17.7872,20-Jun-14
17.787,23-Jun-14
17.7912,24-Jun-14
17.8039,25-Jun-14
17.8086,26-Jun-14
17.8133,27-Jun-14
17.8197,30-Jun-14
17.8251,01-Jul-14
17.8214,02-Jul-14
17.8432,03-Jul-14
17.8329,04-Jul-14
17.858,07-Jul-14
17.8735,08-Jul-14
17.8953,09-Jul-14
17.8993,10-Jul-14
17.9052,11-Jul-14
17.8991,14-Jul-14
17.8978,15-Jul-14
17.901,16-Jul-14
17.9068,17-Jul-14
17.9167,18-Jul-14
17.9314,21-Jul-14
17.9269,22-Jul-14
17.9321,23-Jul-14
17.9297,24-Jul-14
17.944,25-Jul-14
17.956,28-Jul-14
17.9595,30-Jul-14
17.9815,31-Jul-14
17.9906,01-Aug-14
17.9819,04-Aug-14
17.9833,05-Aug-14
18.0004,06-Aug-14
18.0059,07-Aug-14
18.0113,08-Aug-14
18.0167,11-Aug-14
18.0064,12-Aug-14
18.0363,13-Aug-14
18.0322,14-Aug-14
18.0441,18-Aug-14
18.0514,19-Aug-14
18.0483,20-Aug-14
18.0566,21-Aug-14
18.0638,22-Aug-14
18.078,25-Aug-14
18.0736,26-Aug-14
18.0833,27-Aug-14
18.0972,28-Aug-14
18.082,01-Sep-14
18.0925,02-Sep-14
18.1063,03-Sep-14
18.0978,04-Sep-14
18.1071,05-Sep-14
18.1138,08-Sep-14
18.1187,09-Sep-14
18.1131,10-Sep-14
18.1189,11-Sep-14
18.1164,12-Sep-14
18.1291,15-Sep-14
18.1445,16-Sep-14
18.1458,17-Sep-14
18.1374,18-Sep-14
18.1537,19-Sep-14
18.1556,22-Sep-14
18.1742,23-Sep-14
18.1587,24-Sep-14
18.1763,25-Sep-14
18.1646,26-Sep-14
18.1883,29-Sep-14
18.1989,30-Sep-14
18.2104,01-Oct-14
18.232,07-Oct-14
18.2227,08-Oct-14
18.2295,09-Oct-14
18.2481,10-Oct-14
18.2494,13-Oct-14
18.2526,14-Oct-14
18.2697,16-Oct-14
18.2499,17-Oct-14
18.2633,20-Oct-14
18.2759,21-Oct-14
18.2804,22-Oct-14
18.3042,27-Oct-14
18.2917,28-Oct-14
18.3068,29-Oct-14
18.3204,30-Oct-14
18.3223,31-Oct-14
18.3138,03-Nov-14
18.3252,05-Nov-14
18.3332,07-Nov-14
18.3434,10-Nov-14
18.3418,11-Nov-14
18.3424,12-Nov-14
18.3662,13-Nov-14
18.3479,14-Nov-14
18.3625,17-Nov-14
18.3704,18-Nov-14
18.3742,19-Nov-14
18.3772,20-Nov-14
18.3923,21-Nov-14
18.3934,24-Nov-14
18.401,25-Nov-14
18.4034,26-Nov-14
