Net Asset Value,NAV date
44.3645,10-Jul-18
44.4096,11-Jul-18
44.5369,12-Jul-18
44.4379,13-Jul-18
43.9025,16-Jul-18
44.2511,17-Jul-18
44.3444,18-Jul-18
44.0516,19-Jul-18
44.536,20-Jul-18
44.8636,23-Jul-18
45.1455,24-Jul-18
45.1237,25-Jul-18
44.9894,26-Jul-18
45.2283,27-Jul-18
45.0814,30-Jul-18
45.2642,31-Jul-18
45.2613,01-Aug-18
44.7058,02-Aug-18
45.1254,03-Aug-18
45.0243,06-Aug-18
45.0359,07-Aug-18
45.1953,08-Aug-18
45.294,09-Aug-18
45.1134,10-Aug-18
44.7796,13-Aug-18
45.148,14-Aug-18
44.8871,16-Aug-18
45.1277,17-Aug-18
45.3483,20-Aug-18
45.5542,21-Aug-18
45.698,23-Aug-18
45.6005,24-Aug-18
46.1525,27-Aug-18
46.3476,28-Aug-18
46.511,29-Aug-18
46.3802,30-Aug-18
46.4189,31-Aug-18
46.0605,03-Sep-18
45.6274,04-Sep-18
45.3733,05-Sep-18
45.6518,06-Sep-18
45.6504,07-Sep-18
44.8639,10-Sep-18
44.2646,11-Sep-18
44.5433,12-Sep-18
45.1557,14-Sep-18
44.6554,17-Sep-18
44.2976,18-Sep-18
44.0097,19-Sep-18
43.5656,21-Sep-18
42.4918,24-Sep-18
42.7859,25-Sep-18
42.4632,26-Sep-18
41.9872,27-Sep-18
41.8128,28-Sep-18
41.5856,01-Oct-18
40.8116,03-Oct-18
39.9837,04-Oct-18
39.4078,05-Oct-18
39.2322,08-Oct-18
39.3031,09-Oct-18
40.202,10-Oct-18
39.3797,11-Oct-18
40.4093,12-Oct-18
40.4744,15-Oct-18
40.6452,16-Oct-18
39.8718,17-Oct-18
39.5099,19-Oct-18
39.1506,22-Oct-18
38.556,23-Oct-18
39.1939,24-Oct-18
39.0331,25-Oct-18
38.8832,26-Oct-18
39.4309,29-Oct-18
39.2219,30-Oct-18
40.0833,31-Oct-18
40.3293,01-Nov-18
41.0135,02-Nov-18
40.9723,05-Nov-18
40.8866,06-Nov-18
41.2403,09-Nov-18
40.7221,12-Nov-18
40.9944,13-Nov-18
40.8669,14-Nov-18
41.1149,15-Nov-18
41.4181,16-Nov-18
41.5677,19-Nov-18
41.309,20-Nov-18
41.3045,21-Nov-18
41.0606,22-Nov-18
41.2219,26-Nov-18
41.5119,27-Nov-18
41.7116,28-Nov-18
42.2077,29-Nov-18
42.5592,30-Nov-18
42.5285,03-Dec-18
42.4807,04-Dec-18
42.0674,05-Dec-18
41.5174,06-Dec-18
41.868,07-Dec-18
41.1555,10-Dec-18
41.5179,11-Dec-18
42.4312,12-Dec-18
